しょうじてん	小辞典	名詞
けいじょうし	形状詞	名詞
ひょうそうけい	表層形	名詞
いてれーと	イテレート	名詞サ変
かいしゃづとめ	会社勤め	名詞サ変
やすやすと	易々と	副詞
いっぱんご	一般語	名詞
ばえる	映える	動詞,非自立,*,*,一段,基本形,える
ばえ	映え	動詞,非自立,*,*,一段,未然形,える
ばえ	映え	動詞,非自立,*,*,一段,連用形,える
ばえ	映え	名詞サ変
